CCSS Code,CCSS Standard,Mapped Framework,Mapped Code,Mapped Standard / Benchmark
CCSS.RI.9-10.6,Determine an author's point of view or purpose in a text and analyze how an author uses rhetoric to advance that point of view or purpose.,TEKS,TEKS.ELAR.E1.5(J),(J) defend or challenge the authors' claims using relevant text evidence.; and
CCSS.RI.9-10.6,Determine an author's point of view or purpose in a text and analyze how an author uses rhetoric to advance that point of view or purpose.,TEKS,TEKS.ELAR.E1.8(A),"(A) analyze the author's purpose, audience, and message within a text"
CCSS.RI.9-10.6,Determine an author's point of view or purpose in a text and analyze how an author uses rhetoric to advance that point of view or purpose.,TEKS,TEKS.ELAR.E1.8(G),(G) explain the purpose of rhetorical devices such as understatement and overstatement and the effect of logical fallacies such as straw man and red herring arguments.; and
CCSS.RI.9-10.6,Determine an author's point of view or purpose in a text and analyze how an author uses rhetoric to advance that point of view or purpose.,BEST,BEST.ELA.9.R.2.3,Analyze how an author establishes and achieves purpose(s) through rhetorical appeals and/or figurative language.
CCSS.RI.9-10.6,Determine an author's point of view or purpose in a text and analyze how an author uses rhetoric to advance that point of view or purpose.,BEST,BEST.ELA.9.R.2.4,"Compare the development of two opposing arguments on the same topic, evaluating the effectiveness and validity of the claims."
CCSS.RI.9-10.6,Determine an author's point of view or purpose in a text and analyze how an author uses rhetoric to advance that point of view or purpose.,BEST,BEST.ELA.9.R.3.4,Explain an author’s use of rhetoric in a text.
CCSS.RI.9-10.6,Determine an author's point of view or purpose in a text and analyze how an author uses rhetoric to advance that point of view or purpose.,GSE,9.T.C.2.a,"*Compare and contrast varying perspectives on a particular topic found across a variety of texts, analyzing how texts establish and develop perspective to shape perceptions or beliefs*. (I)"
CCSS.RI.9-10.7,"Analyze various accounts of a subject told in different mediums (e.g., a person's life story in both print and multimedia), determining which details are emphasized in each account.",BLOOM,BLOOM.2.5,Drawing a logical conclusion from presented information
CCSS.RI.9-10.7,"Analyze various accounts of a subject told in different mediums (e.g., a person's life story in both print and multimedia), determining which details are emphasized in each account.",BLOOM,BLOOM.6.1,Coming up with alternative hypotheses based on criteria
CCSS.RI.9-10.7,"Analyze various accounts of a subject told in different mediums (e.g., a person's life story in both print and multimedia), determining which details are emphasized in each account.",TEKS,TEKS.ELAR.E1.4(E),"(E) make connections to personal experiences, ideas in other texts, and society"
CCSS.RI.9-10.7,"Analyze various accounts of a subject told in different mediums (e.g., a person's life story in both print and multimedia), determining which details are emphasized in each account.",TEKS,TEKS.ELAR.E1.4(H),(H) synthesize information from two texts to create new understanding; and
CCSS.RI.9-10.7,"Analyze various accounts of a subject told in different mediums (e.g., a person's life story in both print and multimedia), determining which details are emphasized in each account.",TEKS,TEKS.ELAR.E1.5(B),"(B) write responses that demonstrate understanding of texts, including comparing texts within and across genres"
CCSS.RI.9-10.7,"Analyze various accounts of a subject told in different mediums (e.g., a person's life story in both print and multimedia), determining which details are emphasized in each account.",TEKS,TEKS.ELAR.E1.7(F),(F) analyze characteristics of multimodal and digital texts.
CCSS.RI.9-10.7,"Analyze various accounts of a subject told in different mediums (e.g., a person's life story in both print and multimedia), determining which details are emphasized in each account.",BEST,BEST.ELA.9.R.2.1,Analyze how multiple text structures and/or features convey a purpose and/or meaning in texts.
CCSS.RI.9-10.7,"Analyze various accounts of a subject told in different mediums (e.g., a person's life story in both print and multimedia), determining which details are emphasized in each account.",BEST,BEST.ELA.9.R.3.2,Paraphrase Content from grade-level texts
CCSS.RI.9-10.7,"Analyze various accounts of a subject told in different mediums (e.g., a person's life story in both print and multimedia), determining which details are emphasized in each account.",GSE,9.P.AC.3.a,"Explore and create texts in various modes and genres, developing and applying knowledge of how specific features impact meaning, tone, style, purpose, and audience. (I/C)"
CCSS.RI.9-10.8,"Delineate and evaluate the argument and specific claims in a text, assessing whether the reasoning is valid and the evidence is relevant and sufficient; identify false statements and fallacious reasoning.",BLOOM,BLOOM.2.3,Determining that something belongs to a category
CCSS.RI.9-10.8,"Delineate and evaluate the argument and specific claims in a text, assessing whether the reasoning is valid and the evidence is relevant and sufficient; identify false statements and fallacious reasoning.",BLOOM,BLOOM.2.7,Constructing a cause-and-effect model of a system
CCSS.RI.9-10.8,"Delineate and evaluate the argument and specific claims in a text, assessing whether the reasoning is valid and the evidence is relevant and sufficient; identify false statements and fallacious reasoning.",BLOOM,BLOOM.4.3,"Determine a point of view, bias, values, or intent underlying presented material"
CCSS.RI.9-10.8,"Delineate and evaluate the argument and specific claims in a text, assessing whether the reasoning is valid and the evidence is relevant and sufficient; identify false statements and fallacious reasoning.",BLOOM,BLOOM.5.1,Detecting inconsistencies or fallacies within a process or product; determining whether a process or product has internal consistency; detecting the effectiveness of a procedure as it is being implemented
CCSS.RI.9-10.8,"Delineate and evaluate the argument and specific claims in a text, assessing whether the reasoning is valid and the evidence is relevant and sufficient; identify false statements and fallacious reasoning.",BLOOM,BLOOM.5.2,"Detecting inconsistencies between a product and external criteria, determining whether a product has external consistency; detecting the appropriateness of a procedure for a given problem"
CCSS.RI.9-10.8,"Delineate and evaluate the argument and specific claims in a text, assessing whether the reasoning is valid and the evidence is relevant and sufficient; identify false statements and fallacious reasoning.",TEKS,TEKS.ELAR.E1.11(G)(i),"(G) examine sources for: (i) credibility and bias, including omission; and"
