ccss_code,ccss_description,grade,framework,framework_code,framework_description,framework_tag,framework_strand,framework_substrand
CCSS.RL.5.6,Describe how a narrator's or speaker's point of view influences how events are described.,5,BEST,BEST.ELA.5.R.1.3,Describe how an author develops a character’s perspective in a literary text.,,Reading Prose and Poetry,Perspective and Point of View
CCSS.RL.5.6,Describe how a narrator's or speaker's point of view influences how events are described.,5,BEST,BEST.ELA.5.R.2.3,Analyze an author’s purpose and/or perspective in an informational text.,,Reading Informational Text,Author's Purpose and Perspective
CCSS.RL.5.6,Describe how a narrator's or speaker's point of view influences how events are described.,5,BEST,Integration of Knowledge and Ideas:,,,,
CCSS.RL.5.6,Describe how a narrator's or speaker's point of view influences how events are described.,5,TEKS,TEKS.ELAR.5.7(B),"(B) write responses that demonstrate understanding of texts, including comparing and contrasting ideas across a variety of sources;",,,
CCSS.RL.5.6,Describe how a narrator's or speaker's point of view influences how events are described.,5,TEKS,TEKS.ELAR.5.10(E),"(E) identify and understand the use of literary devices, including first- or third-person point of view;",,,
CCSS.RL.5.7,"Analyze how visual and multimedia elements contribute to the meaning, tone, or beauty of a text (e.g., graphic novel, multimedia presentation of fiction, folktale, myth, poem).",5,BLOOM,BLOOM.2.4,Abstracting a general theme or major point(s),Summarizing,,
CCSS.RL.5.7,"Analyze how visual and multimedia elements contribute to the meaning, tone, or beauty of a text (e.g., graphic novel, multimedia presentation of fiction, folktale, myth, poem).",5,BLOOM,BLOOM.2.1,"Changing from one form of representation to another (numerical to verbal, e.g.)",Interpreting,,
CCSS.RL.5.7,"Analyze how visual and multimedia elements contribute to the meaning, tone, or beauty of a text (e.g., graphic novel, multimedia presentation of fiction, folktale, myth, poem).",5,BLOOM,BLOOM.4.3,"Determine a point of view, bias, values, or intent underlying presented material",Attributing,,
CCSS.RL.5.7,"Analyze how visual and multimedia elements contribute to the meaning, tone, or beauty of a text (e.g., graphic novel, multimedia presentation of fiction, folktale, myth, poem).",5,BEST,BEST.ELA.K12.EE.3.1,Make inferences to support comprehension,,ELA Expectations,Overarching Expectations and Skills
CCSS.RL.5.7,"Analyze how visual and multimedia elements contribute to the meaning, tone, or beauty of a text (e.g., graphic novel, multimedia presentation of fiction, folktale, myth, poem).",5,BEST,BEST.ELA.5.C.5.1,Arrange multimedia elements to create emphasis and/or clarity in oral or written tasks.,,Creating and Collaborating,Multimedia
CCSS.RL.5.7,"Analyze how visual and multimedia elements contribute to the meaning, tone, or beauty of a text (e.g., graphic novel, multimedia presentation of fiction, folktale, myth, poem).",5,BEST,BEST.ELA.5.R.2.3,Analyze an author’s purpose and/or perspective in an informational text.,,Reading Informational Text,Author's Purpose and Perspective
CCSS.RL.5.7,"Analyze how visual and multimedia elements contribute to the meaning, tone, or beauty of a text (e.g., graphic novel, multimedia presentation of fiction, folktale, myth, poem).",5,TEKS,TEKS.ELAR.5.6(H),(H) synthesize information to create new understanding; and,,,
CCSS.RL.5.7,"Analyze how visual and multimedia elements contribute to the meaning, tone, or beauty of a text (e.g., graphic novel, multimedia presentation of fiction, folktale, myth, poem).",5,TEKS,TEKS.ELAR.5.9(F),(F) recognize characteristics of multimodal and digital texts.,,,
CCSS.RL.5.7,"Analyze how visual and multimedia elements contribute to the meaning, tone, or beauty of a text (e.g., graphic novel, multimedia presentation of fiction, folktale, myth, poem).",5,TEKS,TEKS.ELAR.5.10(C),(C) analyze the author's use of print and graphic features to achieve specific purposes;,,,
CCSS.RL.5.9,"Compare and contrast stories in the same genre (e.g., mysteries and adventure stories) on their approaches to similar themes and topics.",5,BLOOM,BLOOM.2.5,Drawing a logical conclusion from presented information,Inferring,,
CCSS.RL.5.9,"Compare and contrast stories in the same genre (e.g., mysteries and adventure stories) on their approaches to similar themes and topics.",5,BLOOM,BLOOM.2.4,Abstracting a general theme or major point(s),Summarizing,,
CCSS.RL.5.9,"Compare and contrast stories in the same genre (e.g., mysteries and adventure stories) on their approaches to similar themes and topics.",5,BLOOM,BLOOM.2.7,Constructing a cause-and-effect model of a system,Explaining,,
CCSS.RL.5.9,"Compare and contrast stories in the same genre (e.g., mysteries and adventure stories) on their approaches to similar themes and topics.",5,BLOOM,BLOOM.4.3,"Determine a point of view, bias, values, or intent underlying presented material",Attributing,,
CCSS.RL.5.9,"Compare and contrast stories in the same genre (e.g., mysteries and adventure stories) on their approaches to similar themes and topics.",5,BEST,BEST.ELA.5.R.1.3,Describe how an author develops a character’s perspective in a literary text.,,Reading Prose and Poetry,Perspective and Point of View
CCSS.RL.5.9,"Compare and contrast stories in the same genre (e.g., mysteries and adventure stories) on their approaches to similar themes and topics.",5,BEST,BEST.ELA.5.R.3.3,Compare and contrast primary and secondary sources related to the same topic.,,Reading Across Genres,Comparative Reading
CCSS.RL.5.9,"Compare and contrast stories in the same genre (e.g., mysteries and adventure stories) on their approaches to similar themes and topics.",5,BEST,BEST.ELA.K12.EE.3.1,Make inferences to support comprehension,,ELA Expectations,Overarching Expectations and Skills
CCSS.RL.5.9,"Compare and contrast stories in the same genre (e.g., mysteries and adventure stories) on their approaches to similar themes and topics.",5,BEST,BEST.ELA.5.R.3.2,Summarize a text to enhance comprehension: a. Include plot and theme for a literary text; b. Include the central idea and relevant details for an informational text.,,Reading Across Genres,Paraphrasing and Summarizing
CCSS.RL.5.9,"Compare and contrast stories in the same genre (e.g., mysteries and adventure stories) on their approaches to similar themes and topics.",5,BEST,Range of Reading and Level of Text Complexity:,,,,
CCSS.RL.5.9,"Compare and contrast stories in the same genre (e.g., mysteries and adventure stories) on their approaches to similar themes and topics.",5,TEKS,TEKS.ELAR.5.6(E),"(E) make connections to personal experiences, ideas in other texts, and society;",,,
CCSS.RL.5.9,"Compare and contrast stories in the same genre (e.g., mysteries and adventure stories) on their approaches to similar themes and topics.",5,TEKS,TEKS.ELAR.5.6(H),(H) synthesize information to create new understanding; and,,,
CCSS.RL.5.9,"Compare and contrast stories in the same genre (e.g., mysteries and adventure stories) on their approaches to similar themes and topics.",5,TEKS,TEKS.ELAR.5.8(A),(A) infer multiple themes within a text using text evidence;,,,
CCSS.RL.5.9,"Compare and contrast stories in the same genre (e.g., mysteries and adventure stories) on their approaches to similar themes and topics.",5,TEKS,TEKS.ELAR.5.9(A),"(A) demonstrate knowledge of distinguishing characteristics of well-known children's literature such as folktales, fables, legends, myths, and tall tales;",,,
CCSS.RL.5.9,"Compare and contrast stories in the same genre (e.g., mysteries and adventure stories) on their approaches to similar themes and topics.",5,TEKS,TEKS.ELAR.5.10(A),(A) explain the author's purpose and message within a text;,,,
CCSS.RL.6.1,Cite textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text.,6,BLOOM,BLOOM.2.5,Drawing a logical conclusion from presented information,Inferring,,
CCSS.RL.6.1,Cite textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text.,6,BLOOM,BLOOM.2.2,Finding a specific example or illustration of a concept or principle,Exemplifying,,
CCSS.RL.6.1,Cite textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text.,6,BEST,BEST.ELA.K12.EE.3.1,Make inferences to support comprehension,,ELA Expectations,Overarching Expectations and Skills
CCSS.RL.6.1,Cite textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text.,6,BEST,BEST.ELA.K12.EE.1.1,Cite evidence to explain and justify reasoning,,ELA Expectations,Overarching Expectations and Skills
CCSS.RL.6.1,Cite textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text.,6,TEKS,TEKS.ELAR.6.5(F),(F) make inferences and use evidence to support understanding;,,,
CCSS.RL.6.1,Cite textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text.,6,TEKS,TEKS.ELAR.6.6(C),(C) use text evidence to support an appropriate response;,,,
CCSS.RL.6.1,Cite textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text.,6,TEKS,TEKS.ELAR.6.6(G),(G) discuss and write about the explicit or implicit meanings of text;,,,
